tablescraper-selected-row,text-left,text-left 2,text-right,text-right 2,text-right 3,text-right 4,text-right 5
8609,2025090803007119,SAPDBL,6,19,10,779.00,"7,790.00"
8610,2025090803007118,GFCL,52,21,300,603.00,"180,900.00"
8611,2025090803007117,GFCL,52,56,65,603.00,"39,195.00"
8612,2025090804013819,HURJA,49,42,500,223.00,"111,500.00"
8613,2025090805015194,SPHL,13,38,100,521.00,"52,100.00"
8614,2025090804013818,RURU,19,59,115,720.00,"82,800.00"
8615,2025090804013817,RURU,19,41,50,719.90,"35,995.00"
8616,2025090804013816,RURU,19,58,12,715.00,"8,580.00"
8617,2025090804013815,RURU,19,42,26,715.00,"18,590.00"
8618,2025090804013814,RURU,19,11,30,714.00,"21,420.00"
8619,2025090804013813,RURU,19,46,100,714.00,"71,400.00"
8620,2025090804013812,RURU,19,58,12,714.00,"8,568.00"
8621,2025090804013811,RURU,19,49,10,714.00,"7,140.00"
8622,2025090804013810,CGH,45,1,100,990.00,"99,000.00"
8623,2025090804013809,MHNL,32,21,21,249.00,"5,229.00"
8624,2025090804013808,MHNL,32,39,500,249.00,"124,500.00"
8625,2025090804013807,MHNL,32,41,133,248.00,"32,984.00"
8626,2025090804013806,MHNL,32,10,250,247.80,"61,950.00"
8627,2025090804013805,MHNL,32,41,40,247.70,"9,908.00"
8628,2025090804013804,MHNL,32,39,300,247.00,"74,100.00"
8629,2025090804013803,MHNL,32,35,50,246.90,"12,345.00"
8630,2025090804013802,MHNL,32,34,56,246.90,"13,826.40"
8631,2025090804013801,MHNL,32,45,300,246.00,"73,800.00"
8632,2025090803007116,HLI,57,58,12,394.00,"4,728.00"
8633,2025090804013800,TRH,4,1,700,915.00,"640,500.00"
8634,2025090804013799,HURJA,25,72,101,222.40,"22,462.40"
8635,2025090804013798,HURJA,26,72,100,222.40,"22,240.00"
8636,2025090804013797,HURJA,56,72,300,222.40,"66,720.00"
8637,2025090804013796,HURJA,101,72,149,222.40,"33,137.60"
8638,2025090804013795,HURJA,32,72,200,222.50,"44,500.00"
8639,2025090804013794,HURJA,43,72,50,222.50,"11,125.00"
8640,2025090804013793,HURJA,38,72,100,222.60,"22,260.00"
8641,2025090805015193,MKJC,58,28,17,602.90,"10,249.30"
8642,2025090805015192,MKJC,58,101,33,602.50,"19,882.50"
8643,2025090805015191,EHPL,58,54,11,522.00,"5,742.00"
8644,2025090801014964,SNLI,42,57,10,456.00,"4,560.00"
8645,2025090804013792,PRIN,55,42,20,756.00,"15,120.00"
8646,2025090805015190,NIFRA,65,45,54,270.20,"14,590.80"
8647,2025090803007115,GBBL,44,58,"1,000",427.00,"427,000.00"
8648,2025090804013791,LEC,58,5,500,212.00,"106,000.00"
8649,2025090801014963,HBL,72,34,10,200.30,"2,003.00"
8650,2025090803007114,GUFL,35,94,10,509.00,"5,090.00"
8651,2025090804013790,MEN,72,69,18,615.00,"11,070.00"
8652,2025090801014962,EBL,45,56,135,710.00,"95,850.00"
8653,2025090801014961,EBL,29,56,87,710.00,"61,770.00"
8654,2025090803007113,SWBBL,33,25,40,826.50,"33,060.00"
8655,2025090804013789,GHL,13,57,100,218.00,"21,800.00"
8656,2025090804013788,GHL,57,57,200,218.00,"43,600.00"
8657,2025090801014960,SRLI,49,10,136,393.50,"53,516.00"
8658,2025090801014959,BHCL,4,18,10,467.00,"4,670.00"
8659,2025090801014958,SRLI,49,58,12,393.50,"4,722.00"
8660,2025090805015189,HRL,48,75,500,979.40,"489,700.00"
8661,2025090805015188,AHL,34,42,10,604.00,"6,040.00"
8662,2025090805015187,AHL,34,58,10,600.00,"6,000.00"
8663,2025090801014957,HBL,62,58,10,200.40,"2,004.00"
8664,2025090803007112,LICN,63,39,690,833.10,"574,839.00"
8665,2025090803007111,LICN,37,39,150,833.30,"124,995.00"
8666,2025090805015186,USHEC,29,44,150,469.00,"70,350.00"
8667,2025090805015185,USHEC,29,51,300,469.00,"140,700.00"
8668,2025090803007110,SJLIC,19,16,10,426.80,"4,268.00"
8669,2025090801014956,PCBL,49,5,100,249.00,"24,900.00"
8670,2025090801014955,HBL,72,58,10,200.30,"2,003.00"
8671,2025090803007109,NADEP,5,49,10,790.00,"7,900.00"
8672,2025090803007108,NADEP,5,19,10,780.00,"7,800.00"
8673,2025090803007107,NMLBBL,72,57,53,644.00,"34,132.00"
8674,2025090803007106,NLIC,34,41,100,770.00,"77,000.00"
8675,2025090803007105,GBBL,34,71,10,431.90,"4,319.00"
8676,2025090805015184,NRM,32,17,150,448.00,"67,200.00"
8677,2025090805015183,NRM,58,17,10,448.00,"4,480.00"
8678,2025090801014954,HBL,72,49,10,200.30,"2,003.00"
8679,2025090801014953,AVYAN,11,38,10,994.00,"9,940.00"
8680,2025090805015182,RFPL,57,59,60,346.20,"20,772.00"
8681,2025090803007104,MATRI,14,59,30,997.00,"29,910.00"
8682,2025090804013787,KPCL,25,56,10,541.00,"5,410.00"
8683,2025090804013786,KPCL,99,56,40,541.10,"21,644.00"
8684,2025090801014952,BHCL,4,25,16,467.00,"7,472.00"
8685,2025090805015181,NTC,42,22,30,827.00,"24,810.00"
8686,2025090804013785,SHEL,42,38,100,303.00,"30,300.00"
8687,2025090805015180,ENL,60,16,10,965.00,"9,650.00"
8688,2025090805015179,ENL,60,7,10,960.00,"9,600.00"
8689,2025090805015178,ENL,60,7,50,959.90,"47,995.00"
8690,2025090805015177,BBC,32,41,10,"5,104.00","51,040.00"
8691,2025090801014951,HBL,72,55,10,200.30,"2,003.00"
8692,2025090803007103,LBBL,62,84,90,523.00,"47,070.00"
8693,2025090803007102,LBBL,82,84,"1,000",523.10,"523,100.00"
8694,2025090803007101,LBBL,39,84,500,523.20,"261,600.00"
8695,2025090803007100,LBBL,41,84,200,523.50,"104,700.00"
8696,2025090803007099,LBBL,48,84,500,523.60,"261,800.00"
8697,2025090803007098,LBBL,65,84,210,523.60,"109,956.00"
8698,2025090805015176,SHIVM,36,87,181,580.00,"104,980.00"
8699,2025090805015175,SHIVM,34,87,500,580.10,"290,050.00"
8700,2025090801014950,SNLI,20,49,22,455.00,"10,010.00"
8701,2025090804013784,BPCL,54,8,58,801.00,"46,458.00"
8702,2025090805015174,NRN,72,13,180,"2,047.90","368,622.00"
8703,2025090805015173,NRN,72,52,150,"2,047.00","307,050.00"
8704,2025090805015172,NRN,72,26,59,"2,046.00","120,714.00"
8705,2025090805015171,NRN,72,22,11,"2,045.00","22,495.00"
8706,2025090801014949,SRLI,49,38,37,393.50,"14,559.50"
8707,2025090805015170,SPC,19,38,10,498.30,"4,983.00"
8708,2025090804013783,JOSHI,36,89,40,278.00,"11,120.00"
8709,2025090803007097,ICFC,42,28,100,649.00,"64,900.00"
8710,2025090804013782,API,34,58,145,287.00,"41,615.00"
8711,2025090804013781,LEC,60,25,330,211.00,"69,630.00"
8712,2025090804013780,LEC,51,25,150,211.70,"31,755.00"
8713,2025090804013779,LEC,44,25,200,211.70,"42,340.00"
8714,2025090804013778,LEC,6,25,50,211.70,"10,585.00"
8715,2025090801014948,OMPL,36,58,10,"1,195.20","11,952.00"
8716,2025090801014947,KBL,35,4,50,194.60,"9,730.00"
8717,2025090801014946,KBL,37,4,50,194.60,"9,730.00"
8718,2025090801014945,KBL,19,4,100,194.60,"19,460.00"
8719,2025090805015169,MEHL,22,17,10,412.50,"4,125.00"
8720,2025090801014944,SNLI,20,57,20,455.00,"9,100.00"
8721,2025090801014943,SCB,45,51,100,632.00,"63,200.00"
8722,2025090804013777,PMHPL,7,3,200,349.00,"69,800.00"
8723,2025090804013776,PMHPL,16,3,200,349.00,"69,800.00"
8724,2025090804013775,PMHPL,19,3,400,349.20,"139,680.00"
8725,2025090805015168,NMB50,42,17,"1,000",10.12,"10,120.00"
8726,2025090805015167,NMB50,57,17,100,10.12,"1,012.00"
8727,2025090805015166,NMB50,58,17,"5,000",10.13,"50,650.00"
8728,2025090805015165,NMB50,38,17,"2,000",10.15,"20,300.00"
8729,2025090803007096,PFL,51,37,53,393.00,"20,829.00"
8730,2025090803007095,PFL,51,55,240,393.00,"94,320.00"
8731,2025090803007094,PFL,51,55,80,393.00,"31,440.00"
8732,2025090803007093,PFL,51,63,20,392.90,"7,858.00"
8733,2025090805015164,USHL,4,54,120,719.00,"86,280.00"
8734,2025090805015163,HDL,34,81,175,"1,375.10","240,642.50"
8735,2025090805015162,HDL,14,81,25,"1,375.20","34,380.00"
8736,2025090805015161,HDL,49,81,50,"1,375.20","68,760.00"
8737,2025090805015160,HDL,62,81,50,"1,375.30","68,765.00"
8738,2025090805015159,NRIC,45,49,53,"1,637.00","86,761.00"
8739,2025090803007092,SAPDBL,22,11,100,781.00,"78,100.00"
8740,2025090801014942,TTL,45,33,10,773.00,"7,730.00"
8741,2025090805015158,MKHC,44,56,384,380.20,"145,996.80"
8742,2025090805015157,MKHC,4,56,100,381.00,"38,100.00"
8743,2025090805015156,MKHC,48,56,16,381.00,"6,096.00"
8744,2025090805015155,MHCL,57,22,62,412.00,"25,544.00"
8745,2025090801014941,BHCL,4,56,10,467.00,"4,670.00"
8746,2025090801014940,BHCL,14,58,9,461.00,"4,149.00"
8747,2025090805015154,NRM,58,22,10,448.00,"4,480.00"
8748,2025090805015153,BHL,50,57,940,184.30,"173,242.00"
8749,2025090804013774,CHCL,1,36,200,497.10,"99,420.00"
8750,2025090801014939,PURE,42,42,120,780.00,"93,600.00"
8751,2025090801014938,PURE,5,42,10,780.00,"7,800.00"
8752,2025090801014937,PURE,5,42,20,780.10,"15,602.00"
8753,2025090804013773,UAIL,42,54,31,514.90,"15,961.90"
8754,2025090805015152,HDL,62,56,160,"1,375.30","220,048.00"
8755,2025090805015151,HIDCL,4,34,42,270.30,"11,352.60"
8756,2025090801014936,BHCL,4,45,17,467.00,"7,939.00"
8757,2025090801014935,NICA,57,58,60,340.00,"20,400.00"
8758,2025090804013772,PMHPL,19,56,200,349.20,"69,840.00"
8759,2025090805015150,SONA,21,49,10,442.00,"4,420.00"
8760,2025090804013771,UNHPL,42,64,500,462.00,"231,000.00"
8761,2025090801014934,HBL,72,38,10,200.30,"2,003.00"
8762,2025090805015149,USHEC,29,45,100,468.80,"46,880.00"
8763,2025090805015148,HATHY,43,91,10,"1,010.00","10,100.00"
8764,2025090801014933,EBL,29,46,13,710.00,"9,230.00"
8765,2025090801014932,HBL,72,58,10,200.30,"2,003.00"
8766,2025090805015147,SMATA,5,64,93,923.00,"85,839.00"
8767,2025090805015146,SMATA,48,64,11,925.00,"10,175.00"
8768,2025090805015145,SMATA,48,64,11,925.00,"10,175.00"
8769,2025090805015144,SMATA,48,64,10,925.00,"9,250.00"
8770,2025090805015143,SMATA,48,64,10,927.00,"9,270.00"
8771,2025090805015142,SMATA,48,64,10,927.00,"9,270.00"
8772,2025090805015141,SMATA,48,64,10,928.00,"9,280.00"
8773,2025090804013770,SPDL,49,45,15,402.00,"6,030.00"
8774,2025090803007091,GUFL,49,36,100,510.00,"51,000.00"
8775,2025090804013769,HURJA,42,42,50,223.00,"11,150.00"
8776,2025090804013768,UNHPL,36,70,500,461.00,"230,500.00"
8777,2025090801014931,NMIC,16,57,100,"1,203.00","120,300.00"
8778,2025090801014930,NMIC,29,57,10,"1,203.00","12,030.00"
8779,2025090805015140,EHPL,58,58,21,522.00,"10,962.00"
8780,2025090803007090,ACLBSL,57,45,50,"1,015.00","50,750.00"
8781,2025090803007089,ACLBSL,57,58,93,"1,015.00","94,395.00"
8782,2025090804013767,AHPC,59,57,83,282.20,"23,422.60"
8783,2025090801014929,BHCL,4,39,10,467.00,"4,670.00"
8784,2025090804013766,UMHL,62,39,50,576.00,"28,800.00"
8785,2025090804013765,UMHL,62,56,50,575.90,"28,795.00"
8786,2025090801014928,NIMB,59,52,100,205.30,"20,530.00"
8787,2025090805015139,DORDI,58,45,20,237.10,"4,742.00"
8788,2025090804013764,JOSHI,57,39,500,277.00,"138,500.00"
8789,2025090805015138,NIFRA,65,63,674,270.20,"182,114.80"
8790,2025090801014927,HBL,72,26,300,200.30,"60,090.00"
8791,2025090801014926,HBL,1,26,99,200.30,"19,829.70"
8792,2025090801014925,HBL,40,26,500,200.50,"100,250.00"
8793,2025090801014924,HBL,54,26,610,200.50,"122,305.00"
8794,2025090801014923,HBL,43,26,82,200.60,"16,449.20"
8795,2025090804013763,NHPC,16,11,"1,305",198.40,"258,912.00"
8796,2025090804013762,NHPC,13,11,23,198.50,"4,565.50"
8797,2025090804013761,NHPC,14,11,500,198.50,"99,250.00"
8798,2025090804013760,NHPC,1,11,500,198.60,"99,300.00"
8799,2025090803007088,VLBS,5,52,10,800.00,"8,000.00"
8800,2025090803007087,VLBS,5,42,10,799.00,"7,990.00"
8801,2025090801014922,CREST,58,18,20,"1,121.00","22,420.00"
8802,2025090804013759,AKJCL,58,58,117,191.30,"22,382.10"
8803,2025090804013758,AKJCL,50,58,100,191.30,"19,130.00"
8804,2025090804013757,AKJCL,33,58,100,191.50,"19,150.00"
8805,2025090804013756,AKJCL,57,58,30,191.50,"5,745.00"
8806,2025090804013755,KPCL,99,56,460,541.10,"248,906.00"
8807,2025090805015137,GCIL,62,48,10,476.20,"4,762.00"
8808,2025090801014921,NICGF2,17,62,100,8.70,870.00
8809,2025090804013754,NHPC,54,22,86,198.90,"17,105.40"
8810,2025090804013753,NHPC,54,19,14,198.90,"2,784.60"
8811,2025090801014920,KBL,34,39,300,195.00,"58,500.00"
8812,2025090801014919,TTL,45,34,10,773.00,"7,730.00"
8813,2025090803007086,MERO,57,3,500,816.00,"408,000.00"
8814,2025090801014918,HBL,43,42,10,200.60,"2,006.00"
8815,2025090801014917,AVYAN,11,40,10,994.90,"9,949.00"
8816,2025090804013752,CHL,36,48,100,244.00,"24,400.00"
8817,2025090804013751,CHL,48,48,400,244.10,"97,640.00"
8818,2025090804013750,CGH,35,50,10,992.00,"9,920.00"
8819,2025090804013749,UMHL,16,62,"2,000",575.00,"1,150,000.00"
8820,2025090801014916,GBIME,45,43,48,245.00,"11,760.00"
8821,2025090803007085,GLBSL,36,60,41,"2,016.10","82,660.10"
8822,2025090803007084,GLBSL,58,60,45,"2,016.10","90,724.50"
8823,2025090803007083,GLBSL,58,60,14,"2,017.00","28,238.00"
8824,2025090803007082,GLBSL,34,60,10,"2,017.10","20,171.00"
8825,2025090803007081,GLBSL,41,60,10,"2,021.00","20,210.00"
8826,2025090803007080,GLBSL,34,60,10,"2,022.00","20,220.00"
8827,2025090803007079,GLBSL,46,60,20,"2,022.00","40,440.00"
8828,2025090804013748,LEC,13,5,383,212.00,"81,196.00"
8829,2025090801014915,TTL,45,22,10,773.00,"7,730.00"
8830,2025090801014914,HIDCLP,34,3,500,195.70,"97,850.00"
8831,2025090805015136,SAHAS,17,56,80,621.50,"49,720.00"
8832,2025090804013747,NLG,38,44,112,793.00,"88,816.00"
8833,2025090804013746,NLG,43,44,62,793.00,"49,166.00"
8834,2025090803007078,HLI,57,46,15,394.00,"5,910.00"
8835,2025090803007077,SJLIC,19,16,10,426.30,"4,263.00"
8836,2025090801014913,KBL,40,39,192,195.00,"37,440.00"
8837,2025090801014912,KBL,40,38,808,195.00,"157,560.00"
8838,2025090804013745,SHL,34,28,100,547.00,"54,700.00"
8839,2025090804013744,MEN,72,22,92,615.00,"56,580.00"
8840,2025090804013743,MEN,72,32,10,615.00,"6,150.00"
8841,2025090804013742,MEN,72,49,200,615.00,"123,000.00"
8842,2025090804013741,MEN,72,56,480,614.90,"295,152.00"
8843,2025090801014911,HBL,43,55,10,200.60,"2,006.00"
8844,2025090803007076,SAPDBL,6,19,10,780.00,"7,800.00"
8845,2025090804013740,UPPER,59,58,"1,700",183.70,"312,290.00"
8846,2025090804013739,UPPER,59,55,300,183.20,"54,960.00"
8847,2025090805015135,BHL,50,42,467,184.30,"86,068.10"
8848,2025090805015134,BHL,19,42,100,184.30,"18,430.00"
8849,2025090805015133,BHL,26,42,38,184.30,"7,003.40"
8850,2025090805015132,BHL,34,42,30,184.30,"5,529.00"
8851,2025090805015131,BHL,25,42,30,184.30,"5,529.00"
8852,2025090805015130,BHL,41,42,500,184.50,"92,250.00"
8853,2025090805015129,BHL,19,42,20,184.50,"3,690.00"
8854,2025090805015128,BEDC,34,58,10,628.00,"6,280.00"
8855,2025090805015127,BEDC,34,52,210,628.00,"131,880.00"
8856,2025090803007075,PROFL,38,21,10,475.00,"4,750.00"
8857,2025090805015126,MMKJL,62,18,10,573.00,"5,730.00"
8858,2025090805015125,MMKJL,62,58,10,572.00,"5,720.00"
8859,2025090805015124,MMKJL,62,45,10,570.00,"5,700.00"
8860,2025090805015123,MMKJL,62,42,10,570.00,"5,700.00"
8861,2025090805015122,MMKJL,62,38,10,570.00,"5,700.00"
8862,2025090805015121,MMKJL,62,46,10,570.00,"5,700.00"
8863,2025090805015120,MMKJL,62,21,80,566.00,"45,280.00"
8864,2025090805015119,MMKJL,62,49,10,565.00,"5,650.00"
8865,2025090801014910,HBL,65,26,65,200.60,"13,039.00"
8866,2025090801014909,HBL,45,26,90,200.70,"18,063.00"
8867,2025090801014908,HBL,49,26,500,200.70,"100,350.00"
8868,2025090801014907,HBL,56,26,600,200.70,"120,420.00"
8869,2025090801014906,HBL,42,26,430,200.70,"86,301.00"
8870,2025090805015118,HDL,62,99,30,"1,375.30","41,259.00"
8871,2025090805015117,HDL,11,99,50,"1,375.30","68,765.00"
8872,2025090805015116,HDL,17,99,30,"1,375.30","41,259.00"
8873,2025090805015115,HDL,66,99,25,"1,375.40","34,385.00"
8874,2025090805015114,HDL,26,99,100,"1,375.50","137,550.00"
8875,2025090805015113,HDL,33,99,65,"1,375.50","89,407.50"
8876,2025090805015112,SHIVM,36,83,19,580.00,"11,020.00"
8877,2025090805015111,SHIVM,36,83,81,580.00,"46,980.00"
8878,2025090804013738,UPCL,38,19,35,412.00,"14,420.00"
8879,2025090803007074,SINDU,29,56,40,691.00,"27,640.00"
8880,2025090805015110,NTC,58,13,5,827.00,"4,135.00"
8881,2025090805015109,SAHAS,17,94,10,621.50,"6,215.00"
8882,2025090801014905,HBL,42,58,10,200.70,"2,007.00"
8883,2025090803007073,KMCDB,42,46,20,"1,049.80","20,996.00"
8884,2025090801014904,KBL,51,38,192,195.00,"37,440.00"
8885,2025090801014903,KBL,51,58,108,195.00,"21,060.00"
8886,2025090801014902,BHCL,42,25,10,468.00,"4,680.00"
8887,2025090801014901,GBIME,66,57,17,246.40,"4,188.80"
8888,2025090801014900,GBIME,66,1,"1,503",246.00,"369,738.00"
8889,2025090801014899,GBIME,66,22,480,246.00,"118,080.00"
8890,2025090801014898,BHCL,42,22,10,468.00,"4,680.00"
8891,2025090805015108,TSHL,38,59,50,736.90,"36,845.00"
8892,2025090805015107,VLUCL,34,14,110,540.00,"59,400.00"
8893,2025090805015106,VLUCL,14,14,50,540.00,"27,000.00"
8894,2025090805015105,VLUCL,46,14,50,540.00,"27,000.00"
8895,2025090805015104,VLUCL,18,14,50,540.00,"27,000.00"
8896,2025090805015103,VLUCL,42,14,40,540.00,"21,600.00"
8897,2025090805015102,VLUCL,35,14,200,540.90,"108,180.00"
8898,2025090805015101,SHIVM,36,5,419,580.00,"243,020.00"
8899,2025090805015100,SHIVM,61,5,100,580.00,"58,000.00"
8900,2025090805015099,SHIVM,29,5,500,580.00,"290,000.00"
8901,2025090805015098,SHIVM,22,5,50,580.00,"29,000.00"
8902,2025090805015097,SHIVM,35,5,100,580.00,"58,000.00"
8903,2025090805015096,SHIVM,38,5,100,580.00,"58,000.00"
8904,2025090805015095,SHIVM,14,5,516,580.00,"299,280.00"
8905,2025090805015094,HATHY,4,33,25,"1,000.00","25,000.00"
8906,2025090805015093,HATHY,46,33,10,"1,000.00","10,000.00"
8907,2025090805015092,HATHY,39,33,20,"1,000.00","20,000.00"
8908,2025090805015091,HATHY,70,33,50,"1,000.00","50,000.00"
8909,2025090805015090,HATHY,34,33,20,"1,000.00","20,000.00"
8910,2025090805015089,HATHY,55,33,10,"1,000.00","10,000.00"
8911,2025090805015088,HATHY,65,33,27,"1,000.00","27,000.00"
8912,2025090805015087,HATHY,56,33,24,"1,000.00","24,000.00"
8913,2025090805015086,HATHY,1,33,200,"1,000.00","200,000.00"
8914,2025090805015085,HATHY,50,33,614,"1,000.00","614,000.00"
8915,2025090805015084,HDL,52,13,25,"1,375.60","34,390.00"
8916,2025090803007072,MFIL,59,11,80,665.00,"53,200.00"
8917,2025090801014897,BHCL,42,57,10,468.00,"4,680.00"
8918,2025090804013737,NLG,43,44,88,793.00,"69,784.00"
8919,2025090804013736,NLG,58,44,100,793.00,"79,300.00"
8920,2025090804013735,NLG,6,44,100,793.80,"79,380.00"
8921,2025090804013734,AKPL,16,70,10,253.40,"2,534.00"
8922,2025090804013733,AKPL,49,70,290,253.50,"73,515.00"
8923,2025090804013732,HDHPC,38,35,18,182.00,"3,276.00"
8924,2025090804013731,HDHPC,34,35,75,182.10,"13,657.50"
8925,2025090804013730,HDHPC,42,35,10,182.10,"1,821.00"
8926,2025090803007071,JBBL,51,39,130,325.30,"42,289.00"
8927,2025090803007070,JBBL,84,39,290,326.00,"94,540.00"
8928,2025090803007069,JBBL,56,39,300,326.00,"97,800.00"
8929,2025090803007068,JBBL,42,39,10,326.00,"3,260.00"
8930,2025090803007067,JBBL,44,39,200,326.10,"65,220.00"
8931,2025090803007066,JBBL,33,39,10,326.10,"3,261.00"
8932,2025090803007065,JBBL,33,39,10,326.20,"3,262.00"
8933,2025090803007064,JBBL,39,39,50,327.00,"16,350.00"
8934,2025090805015083,MMF1,46,29,245,9.77,"2,393.65"
8935,2025090805015082,MMF1,32,29,500,9.77,"4,885.00"
8936,2025090805015081,MMF1,58,29,500,9.78,"4,890.00"
8937,2025090805015080,MMF1,57,29,"23,800",9.78,"232,764.00"
8938,2025090804013729,UPCL,38,55,200,412.00,"82,400.00"
8939,2025090804013728,UPCL,65,55,200,412.00,"82,400.00"
8940,2025090804013727,UPCL,89,55,100,412.00,"41,200.00"
8941,2025090805015079,CKHL,42,42,100,638.00,"63,800.00"
8942,2025090805015078,CKHL,57,42,20,639.00,"12,780.00"
8943,2025090804013726,SHEL,57,26,94,302.30,"28,416.20"
8944,2025090804013725,SHEL,44,26,10,302.40,"3,024.00"
8945,2025090804013724,SHEL,11,26,96,302.40,"29,030.40"
8946,2025090805015077,BNHC,19,58,10,485.00,"4,850.00"
8947,2025090804013723,AKJCL,58,58,73,192.10,"14,023.30"
8948,2025090804013722,TRH,4,43,233,915.00,"213,195.00"
8949,2025090804013721,TRH,49,43,18,915.10,"16,471.80"
8950,2025090804013720,TRH,26,43,49,915.10,"44,839.90"
8951,2025090804013719,UPPER,38,55,10,183.20,"1,832.00"
8952,2025090805015076,HIDCL,42,13,100,270.40,"27,040.00"
8953,2025090801014896,CZBIL,4,39,50,204.50,"10,225.00"
8954,2025090801014895,CZBIL,4,17,520,204.50,"106,340.00"
8955,2025090805015075,SMATA,48,49,10,929.00,"9,290.00"
8956,2025090801014894,NIMB,40,52,350,205.20,"71,820.00"
8957,2025090801014893,SNLI,57,41,4,455.10,"1,820.40"
8958,2025090801014892,SNLI,57,58,16,455.10,"7,281.60"
8959,2025090805015074,NRM,35,60,20,448.80,"8,976.00"
8960,2025090805015073,MAKAR,38,42,10,560.10,"5,601.00"
8961,2025090804013718,SHEL,11,59,404,302.40,"122,169.60"
8962,2025090804013717,SHEL,16,59,200,302.40,"60,480.00"
8963,2025090804013716,SHEL,38,59,500,302.50,"151,250.00"
8964,2025090804013715,SHEL,14,59,100,302.50,"30,250.00"
8965,2025090804013714,SHEL,6,59,171,302.50,"51,727.50"
8966,2025090804013713,SHEL,66,59,500,302.60,"151,300.00"
8967,2025090804013712,SHEL,51,59,500,302.60,"151,300.00"
8968,2025090804013711,SHEL,88,59,125,302.60,"37,825.00"
8969,2025090804013710,SHEL,18,59,500,302.70,"151,350.00"
8970,2025090803007063,PROFL,38,40,300,475.00,"142,500.00"
8971,2025090801014891,HBL,42,38,10,200.70,"2,007.00"
8972,2025090804013709,LEC,13,34,10,212.00,"2,120.00"
8973,2025090804013708,LEC,13,40,57,212.00,"12,084.00"
8974,2025090804013707,BPCL,54,94,62,801.00,"49,662.00"
8975,2025090804013706,BPCL,6,94,200,801.00,"160,200.00"
8976,2025090804013705,BPCL,49,94,43,801.00,"34,443.00"
8977,2025090804013704,BPCL,54,94,200,801.10,"160,220.00"
8978,2025090804013703,BPCL,80,94,295,801.30,"236,383.50"
8979,2025090804013702,BPCL,43,94,200,801.40,"160,280.00"
8980,2025090804013701,UMHL,62,56,50,575.90,"28,795.00"
8981,2025090805015072,HRL,45,8,1,960.00,960.00
8982,2025090804013700,SJCL,36,49,10,290.00,"2,900.00"
8983,2025090805015071,HDL,34,56,300,"1,375.60","412,680.00"
8984,2025090805015070,SANVI,91,6,10,599.00,"5,990.00"
8985,2025090801014890,HBL,42,47,10,200.70,"2,007.00"
8986,2025090805015069,SMH,34,56,90,816.20,"73,458.00"
8987,2025090804013699,NICL,81,47,59,577.00,"34,043.00"
8988,2025090804013698,NICL,88,47,15,577.00,"8,655.00"
8989,2025090804013697,SHEL,16,38,20,303.00,"6,060.00"
8990,2025090805015068,BNHC,34,22,50,487.90,"24,395.00"
8991,2025090804013696,LEC,21,40,43,212.00,"9,116.00"
8992,2025090804013695,LEC,21,72,506,212.00,"107,272.00"
8993,2025090801014889,SBI,54,45,318,384.10,"122,143.80"
8994,2025090801014888,SBI,13,45,300,384.20,"115,260.00"
8995,2025090801014887,SBI,16,45,20,384.30,"7,686.00"
